,sample_id,year,qc_pass,study_id,region,country,country_id,site,site_id,ARTresistant,CQresistant,MQresistant,PPQresistant,PYRresistant,SDXresistant
26099,SPT50667,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22680,SPT38502,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
26096,SPT50664,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26321,SPT50906,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,resistant,sensitive,sensitive,resistant,resistant
25833,SPT50392,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
22843,SPT38688,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,resistant,undetermined,undetermined,resistant,resistant
25842,SPT50401,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25822,SPT50380,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26095,SPT50663,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22848,SPT38695,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,resistant,undetermined,undetermined,resistant,resistant
22846,SPT38692,2016,True,1247,,Sudan,SD,Kassala,Kassala,sensitive,resistant,undetermined,undetermined,resistant,resistant
26091,SPT50659,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
26093,SPT50661,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
26087,SPT50655,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22708,SPT38534,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
22851,SPT38699,2016,True,1247,,Sudan,SD,Kassala,Kassala,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25840,SPT50399,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25831,SPT50390,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25839,SPT50398,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25841,SPT50400,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,sensitive
26090,SPT50658,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22860,SPT38713,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,sensitive,undetermined,undetermined,undetermined,resistant
25468,SPT46448,2016,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,sensitive,sensitive,resistant,undetermined
25821,SPT50379,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22844,SPT38690,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,sensitive,undetermined,undetermined,resistant,sensitive
25823,SPT50381,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22664,SPT38467,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,sensitive
26100,SPT50668,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25837,SPT50396,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25836,SPT50395,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25830,SPT50389,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25407,SPT46381,2016,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26089,SPT50657,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
26086,SPT50654,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25432,SPT46408,2016,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25819,SPT50377,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26186,SPT50755,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
25442,SPT46420,2016,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,undetermined,undetermined,resistant,resistant
26320,SPT50905,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
25820,SPT50378,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25824,SPT50382,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25845,SPT50404,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22704,SPT38530,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,sensitive
26098,SPT50666,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26097,SPT50665,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25695,SPT50249,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26085,SPT50653,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25843,SPT50402,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25835,SPT50394,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,undetermined
25834,SPT50393,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22853,SPT38704,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,resistant,undetermined,undetermined,resistant,resistant
26092,SPT50660,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25825,SPT50383,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25818,SPT50376,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22857,SPT38709,2016,True,1247,,Sudan,SD,Kassala,Kassala,undetermined,sensitive,undetermined,undetermined,resistant,resistant
22707,SPT38533,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
22669,SPT38487,2016,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,sensitive
25829,SPT50388,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25696,SPT50250,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26094,SPT50662,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25826,SPT50385,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25832,SPT50391,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25817,SPT50375,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,sensitive
26088,SPT50656,2016,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22560,SPT38318,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
22546,SPT38304,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
22629,SPT38390,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,sensitive
26102,SPT50670,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22565,SPT38323,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,resistant
22616,SPT38376,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,sensitive,undetermined
26109,SPT50677,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22601,SPT38361,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,sensitive
22643,SPT38422,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,undetermined,sensitive,undetermined,undetermined,resistant,resistant
25850,SPT50411,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22585,SPT38345,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
22596,SPT38356,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,resistant
25859,SPT50422,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25698,SPT50252,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25868,SPT50432,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22588,SPT38348,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
26107,SPT50675,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22584,SPT38344,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,resistant
22632,SPT38393,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,sensitive
26118,SPT50686,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,undetermined,sensitive,sensitive,sensitive,resistant,resistant
25847,SPT50407,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22620,SPT38380,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,sensitive
22599,SPT38359,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
22608,SPT38368,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,sensitive
22628,SPT38389,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,sensitive
22649,SPT38429,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,undetermined,resistant,undetermined,undetermined,undetermined,resistant
26111,SPT50679,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22574,SPT38333,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
22571,SPT38330,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,sensitive
22549,SPT38307,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,resistant
22640,SPT38416,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,sensitive,resistant,undetermined,undetermined,resistant,resistant
22630,SPT38391,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined
25902,SPT50466,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22648,SPT38428,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,undetermined,resistant,undetermined,undetermined,resistant,resistant
22583,SPT38343,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,undetermined
22547,SPT38305,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,undetermined
25851,SPT50412,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22600,SPT38360,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
22581,SPT38341,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25863,SPT50427,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22597,SPT38357,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,undetermined,resistant
22646,SPT38426,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,undetermined,undetermined,undetermined,undetermined,resistant,resistant
25864,SPT50428,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22604,SPT38364,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,resistant
25865,SPT50429,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
25856,SPT50418,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25697,SPT50251,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25855,SPT50417,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22627,SPT38388,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,sensitive,sensitive
26323,SPT50908,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,resistant,sensitive,sensitive,resistant,undetermined
22570,SPT38329,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,undetermined
22578,SPT38337,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,resistant
26106,SPT50674,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22575,SPT38334,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,resistant
22612,SPT38372,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,resistant,undetermined,undetermined,resistant,resistant
25860,SPT50423,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22603,SPT38363,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,sensitive
22613,SPT38373,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,resistant
25861,SPT50425,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22553,SPT38311,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,sensitive
22587,SPT38347,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,resistant
22595,SPT38355,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,sensitive,undetermined,undetermined,resistant,sensitive
25852,SPT50414,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22548,SPT38306,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,undetermined,undetermined,undetermined,undetermined,resistant,undetermined
22638,SPT38413,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,sensitive,resistant,undetermined,undetermined,resistant,sensitive
22559,SPT38317,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25866,SPT50430,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26119,SPT50687,2017,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
22557,SPT38315,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,sensitive,undetermined,undetermined,resistant,sensitive
22573,SPT38332,2017,True,1247,,Sudan,SD,Khartoum,Khartoum,sensitive,resistant,undetermined,undetermined,resistant,sensitive
22637,SPT38412,2017,True,1247,,Sudan,SD,North Kordofan,North Kordofan,sensitive,undetermined,undetermined,undetermined,undetermined,undetermined
25889,SPT50453,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27384,SPT53797,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26203,SPT50772,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26330,SPT50915,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25890,SPT50454,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27482,SPT53897,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27295,SPT53707,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27484,SPT53899,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26327,SPT50912,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27327,SPT53739,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27459,SPT53874,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,undetermined,sensitive,sensitive,sensitive,resistant,resistant
27288,SPT53700,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
26329,SPT50914,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27391,SPT53804,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25898,SPT50462,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
24203,SPT43390,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
27435,SPT53849,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25888,SPT50452,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27393,SPT53806,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
27386,SPT53799,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27286,SPT53698,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26210,SPT50779,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
27464,SPT53879,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27365,SPT53778,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27293,SPT53705,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,undetermined,sensitive,undetermined,undetermined,resistant,resistant
27414,SPT53828,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
26369,SPT50954,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,undetermined,sensitive,sensitive,sensitive,resistant,resistant
27480,SPT53895,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27431,SPT53845,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26212,SPT50781,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
24204,SPT43391,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25894,SPT50458,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27390,SPT53803,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
27378,SPT53791,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27461,SPT53876,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27306,SPT53718,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27452,SPT53867,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
27433,SPT53847,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27312,SPT53724,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,undetermined,sensitive,sensitive,sensitive,resistant,resistant
27407,SPT53821,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27324,SPT53736,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27280,SPT53692,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27342,SPT53754,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25895,SPT50459,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27505,SPT53920,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26367,SPT50952,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27285,SPT53697,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27349,SPT53762,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
27297,SPT53709,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27426,SPT53840,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27332,SPT53744,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27438,SPT53852,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27282,SPT53694,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27383,SPT53796,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27348,SPT53761,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
26123,SPT50692,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27401,SPT53815,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27476,SPT53891,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26366,SPT50951,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,undetermined,sensitive,sensitive,resistant,resistant
25891,SPT50455,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27373,SPT53786,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27430,SPT53844,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27377,SPT53790,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
26202,SPT50771,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,undetermined,resistant,resistant
27445,SPT53860,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27403,SPT53817,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27469,SPT53884,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25874,SPT50438,2018,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27453,SPT53868,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,undetermined,sensitive,resistant,resistant
27399,SPT53813,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
27308,SPT53720,2018,True,1262,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25530,SPT46513,2019,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,sensitive,sensitive,resistant,resistant
28596,SPT66930,2019,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
28740,SPT67076,2019,True,1132,,Kenya,KE,Kilifi,Kilifi,sensitive,sensitive,sensitive,sensitive,resistant,resistant
25146,SPT46094,2019,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,undetermined,undetermined,resistant,resistant
25195,SPT46149,2019,True,1263,,Tanzania,TZ,Pwani,Pwani,sensitive,sensitive,undetermined,undetermined,resistant,resistant
